del_county	del_state	del_county_full_name	pop_density	median_hh_income
Los Angeles County	CA	"Los Angeles County, California"	952.4913186	68044
Santa Barbara County	CA	"Santa Barbara County, California"	63.30148811	74624
Shasta County	CA	"Shasta County, California"	18.62801444	54667
Caroline County	VA	"Caroline County, Virginia"	22.61352756	65103
Chesterfield County	VA	"Chesterfield County, Virginia"	332.351583	82599
Culpeper County	VA	"Culpeper County, Virginia"	53.51041624	77935
Dinwiddie County	VA	"Dinwiddie County, Virginia"	21.41437646	60346
Fauquier County	VA	"Fauquier County, Virginia"	43.47981418	100783
Franklin County	VA	"Franklin County, Virginia"	30.456678	56254
Gloucester County	VA	"Gloucester County, Virginia"	68.62135099	70537
Greene County	VA	"Greene County, Virginia"	50.88376612	67398
Hanover County	VA	"Hanover County, Virginia"	90.80578291	89390
Highland County	VA	"Highland County, Virginia"	2.075763693	
Pittsylvania County	VA	"Pittsylvania County, Virginia"	24.10681084	47690
Prince William County	VA	"Prince William County, Virginia"	555.3362432	107132
Richmond County	VA	"Richmond County, Virginia"	17.99262456	49517
Rockingham County	VA	"Rockingham County, Virginia"	38.05502447	61864
Shenandoah County	VA	"Shenandoah County, Virginia"	33.57804575	57252
Spotsylvania County	VA	"Spotsylvania County, Virginia"	134.6911658	88628
Sussex County	VA	"Sussex County, Virginia"	8.52892737	49487
Washington County	VA	"Washington County, Virginia"	37.10739969	48495
Wythe County	VA	"Wythe County, Virginia"	23.64493972	49364
Bristol city	VA	"Bristol city, Virginia"	516.525114	37500
Chesapeake city	VA	"Chesapeake city, Virginia"	284.5340559	78640
Emporia city	VA	"Emporia city, Virginia"	322.4639061	27063
Franklin city	VA	"Franklin city, Virginia"	381.5615823	40417
Hampton city	VA	"Hampton city, Virginia"	1029.001419	56287
Lexington city	VA	"Lexington city, Virginia"	1130.851228	42632
Manassas Park city	VA	"Manassas Park city, Virginia"	2191.396095	88046
Norfolk city	VA	"Norfolk city, Virginia"	1724.906013	51590
Poquoson city	VA	"Poquoson city, Virginia"	313.272417	97118
Richmond city	VA	"Richmond city, Virginia"	1460.068311	47250
Jefferson County	WA	"Jefferson County, Washington"	7.058986475	55127
Klickitat County	WA	"Klickitat County, Washington"	4.690030993	55773
Mason County	WA	"Mason County, Washington"	26.44676472	57634
Pend Oreille County	WA	"Pend Oreille County, Washington"	3.695179042	50591
Skagit County	WA	"Skagit County, Washington"	28.90288836	67028
Spokane County	WA	"Spokane County, Washington"	118.0351635	56904
Wahkiakum County	WA	"Wahkiakum County, Washington"	6.493618718	
Whitman County	WA	"Whitman County, Washington"	8.578151971	42745
Berkeley County	WV	"Berkeley County, West Virginia"	146.76697	62515
Brooke County	WV	"Brooke County, West Virginia"	97.65133159	51496
Doddridge County	WV	"Doddridge County, West Virginia"	9.429058823	45545
Grant County	WV	"Grant County, West Virginia"	8.877473398	42216
Hancock County	WV	"Hancock County, West Virginia"	135.9852051	45763
Jackson County	WV	"Jackson County, West Virginia"	23.10746162	47837
Lewis County	WV	"Lewis County, West Virginia"	16.99656623	39908
McDowell County	WV	"McDowell County, West Virginia"	13.83202677	27682
Mason County	WV	"Mason County, West Virginia"	22.81381772	46078
Mingo County	WV	"Mingo County, West Virginia"	21.50508895	32764
Morgan County	WV	"Morgan County, West Virginia"	28.75969866	51745
Adams County	WI	"Adams County, Wisconsin"	12.3512748	46369
Bayfield County	WI	"Bayfield County, Wisconsin"	4.237557073	56096
Burnett County	WI	"Burnett County, Wisconsin"	7.766587504	52672
Clark County	WI	"Clark County, Wisconsin"	11.06219911	54012
Dane County	WI	"Dane County, Wisconsin"	181.1946696	73893
Douglas County	WI	"Douglas County, Wisconsin"	13.11260444	53986
Florence County	WI	"Florence County, Wisconsin"	3.605349616	
Grant County	WI	"Grant County, Wisconsin"	17.48517372	54800
Iowa County	WI	"Iowa County, Wisconsin"	12.00224825	64124
Jefferson County	WI	"Jefferson County, Wisconsin"	58.90481136	66291
Pottawattamie County	IA	"Pottawattamie County, Iowa"	38.01772358	60065
Ringgold County	IA	"Ringgold County, Iowa"	3.36209618	
Sac County	IA	"Sac County, Iowa"	6.589672103	58232
Shelby County	IA	"Shelby County, Iowa"	7.676569629	58000
Sioux County	IA	"Sioux County, Iowa"	18.03620469	69844
Tama County	IA	"Tama County, Iowa"	9.175807895	56037
Union County	IA	"Union County, Iowa"	11.06234404	49900
Van Buren County	IA	"Van Buren County, Iowa"	5.736673479	48591
Warren County	IA	"Warren County, Iowa"	35.50650862	77048
Washington County	IA	"Washington County, Iowa"	15.31638843	62556
Webster County	IA	"Webster County, Iowa"	19.95985379	47466
Winneshiek County	IA	"Winneshiek County, Iowa"	11.23320927	65263
Woodbury County	IA	"Woodbury County, Iowa"	46.86014886	59224
Wright County	IA	"Wright County, Iowa"	8.609903523	53333
Allegany County	MD	"Allegany County, Maryland"	62.28246183	45893
Baltimore County	MD	"Baltimore County, Maryland"	551.4051643	76866
Caroline County	MD	"Caroline County, Maryland"	40.24051463	58638
Carroll County	MD	"Carroll County, Maryland"	149.1267748	96769
Charles County	MD	"Charles County, Maryland"	140.5152002	100003
Dorchester County	MD	"Dorchester County, Maryland"	23.22690975	52917
Garrett County	MD	"Garrett County, Maryland"	17.13518425	52617
Harford County	MD	"Harford County, Maryland"	230.4672779	89147
Kent County	MD	"Kent County, Maryland"	26.75690194	58598
Prince George's County	MD	"Prince George's County, Maryland"	773.7253863	84920
Queen Anne's County	MD	"Queen Anne's County, Maryland"	51.80781939	97034
Somerset County	MD	"Somerset County, Maryland"	29.72908253	37803
Talbot County	MD	"Talbot County, Maryland"	53.9506465	73547
Washington County	MD	"Washington County, Maryland"	130.4874794	60860
Wicomico County	MD	"Wicomico County, Maryland"	106.8173879	56956
Worcester County	MD	"Worcester County, Maryland"	43.24256834	63499
Baltimore city	MD	"Baltimore city, Maryland"	2793.750919	50379
Alcona County	MI	"Alcona County, Michigan"	5.818527719	40484
Alger County	MI	"Alger County, Michigan"	3.73091552	45570
Allegan County	MI	"Allegan County, Michigan"	56.37795621	62965
Alpena County	MI	"Alpena County, Michigan"	19.51586501	43363
Antrim County	MI	"Antrim County, Michigan"	19.01862754	56165
Arenac County	MI	"Arenac County, Michigan"	15.948925	42290
Baraga County	MI	"Baraga County, Michigan"	3.505930626	46065
Barry County	MI	"Barry County, Michigan"	43.57525384	64490
Bay County	MI	"Bay County, Michigan"	90.63820026	48819
Benzie County	MI	"Benzie County, Michigan"	21.70251962	57974
Berrien County	MI	"Berrien County, Michigan"	104.9379119	50795
Branch County	MI	"Branch County, Michigan"	34.2040857	51947
Calhoun County	MI	"Calhoun County, Michigan"	73.42513291	48607
Cass County	MI	"Cass County, Michigan"	40.64125765	55107
Charlevoix County	MI	"Charlevoix County, Michigan"	24.16235814	55760
Chippewa County	MI	"Chippewa County, Michigan"	9.113057845	46486
Clare County	MI	"Clare County, Michigan"	21.10961266	39565
Crawford County	MI	"Crawford County, Michigan"	9.012698546	47977
Delta County	MI	"Delta County, Michigan"	12.16660827	47434
Eaton County	MI	"Eaton County, Michigan"	73.28247616	64348
Genesee County	MI	"Genesee County, Michigan"	246.2374794	48588
Gladwin County	MI	"Gladwin County, Michigan"	19.53339585	44619
Grand Traverse County	MI	"Grand Traverse County, Michigan"	79.19176129	63575
Gratiot County	MI	"Gratiot County, Michigan"	28.36833864	47848
Houghton County	MI	"Houghton County, Michigan"	14.29506992	43183
Huron County	MI	"Huron County, Michigan"	14.50487116	48289
Ionia County	MI	"Ionia County, Michigan"	45.14665751	57043
Iron County	MI	"Iron County, Michigan"	3.851427451	41599
Warren County	IN	"Warren County, Indiana"	8.935529265	60553
Washington County	IN	"Washington County, Indiana"	21.18241682	47983
Wayne County	IN	"Wayne County, Indiana"	63.96010407	46516
White County	IN	"White County, Indiana"	18.87023351	54576
Whitley County	IN	"Whitley County, Indiana"	39.33988323	61741
Berkshire County	MA	"Berkshire County, Massachusetts"	53.74739859	59230
Bristol County	MA	"Bristol County, Massachusetts"	404.3130085	69095
Essex County	MA	"Essex County, Massachusetts"	634.8497024	79263
Franklin County	MA	"Franklin County, Massachusetts"	39.22214217	60950
Hampshire County	MA	"Hampshire County, Massachusetts"	118.8610398	70876
Middlesex County	MA	"Middlesex County, Massachusetts"	770.4531965	102603
Norfolk County	MA	"Norfolk County, Massachusetts"	707.6441408	103291
Plymouth County	MA	"Plymouth County, Massachusetts"	311.2372726	89489
Suffolk County	MA	"Suffolk County, Massachusetts"	5288.661915	69669
Worcester County	MA	"Worcester County, Massachusetts"	220.3406745	74679
Adams County	OH	"Adams County, Ohio"	18.16996006	39079
Allen County	OH	"Allen County, Ohio"	98.03111094	53131
Ashland County	OH	"Ashland County, Ohio"	47.87359536	52823
Ashtabula County	OH	"Ashtabula County, Ohio"	53.66088293	46700
Athens County	OH	"Athens County, Ohio"	47.86067879	40905
Auglaize County	OH	"Auglaize County, Ohio"	44.65413322	64074
Belmont County	OH	"Belmont County, Ohio"	48.24911061	50904
Brown County	OH	"Brown County, Ohio"	34.44719159	54575
Butler County	OH	"Butler County, Ohio"	323.0654623	66117
Carroll County	OH	"Carroll County, Ohio"	26.14474601	55267
Champaign County	OH	"Champaign County, Ohio"	34.84365283	60112
Clark County	OH	"Clark County, Ohio"	132.3085978	50873
Clermont County	OH	"Clermont County, Ohio"	177.9681568	66968
Clinton County	OH	"Clinton County, Ohio"	39.69169005	52815
Columbiana County	OH	"Columbiana County, Ohio"	73.94938742	48345
Coshocton County	OH	"Coshocton County, Ohio"	25.0643185	46606
Crawford County	OH	"Crawford County, Ohio"	40.38459193	44971
Cuyahoga County	OH	"Cuyahoga County, Ohio"	1068.104254	50366
Defiance County	OH	"Defiance County, Ohio"	35.92737205	59931
Delaware County	OH	"Delaware County, Ohio"	186.5607213	106908
Fairfield County	OH	"Fairfield County, Ohio"	121.6573565	67609
Fayette County	OH	"Fayette County, Ohio"	27.50767543	47308
Fulton County	OH	"Fulton County, Ohio"	40.67504841	63092
Gallia County	OH	"Gallia County, Ohio"	24.18261859	44858
Greene County	OH	"Greene County, Ohio"	156.8146596	68720
Guernsey County	OH	"Guernsey County, Ohio"	28.41720605	45917
Hancock County	OH	"Hancock County, Ohio"	54.44272947	58450
Hardin County	OH	"Hardin County, Ohio"	25.20128529	50506
Henry County	OH	"Henry County, Ohio"	25.6733091	59695
Hocking County	OH	"Hocking County, Ohio"	25.7035294	52363
Holmes County	OH	"Holmes County, Ohio"	40.40255489	63753
Jackson County	OH	"Jackson County, Ohio"	29.99543654	47550
Jefferson County	OH	"Jefferson County, Ohio"	61.72820235	46581
Lake County	OH	"Lake County, Ohio"	391.7144675	64466
Lawrence County	OH	"Lawrence County, Ohio"	49.59625641	45118
Logan County	OH	"Logan County, Ohio"	38.86237701	56754
Lorain County	OH	"Lorain County, Ohio"	246.3346315	58427
Madison County	OH	"Madison County, Ohio"	36.32471106	68022
Marion County	OH	"Marion County, Ohio"	62.49348253	47498
Medina County	OH	"Medina County, Ohio"	167.1627171	76600
Mercer County	OH	"Mercer County, Ohio"	35.50710218	62952
Miami County	OH	"Miami County, Ohio"	103.3105816	61041
Montgomery County	OH	"Montgomery County, Ohio"	449.6706327	51542
Morgan County	OH	"Morgan County, Ohio"	12.79694957	42341
Muskingum County	OH	"Muskingum County, Ohio"	50.2043433	47254
Siskiyou County	CA	"Siskiyou County, California"	2.710378857	45241
Stanislaus County	CA	"Stanislaus County, California"	142.6904449	60704
Trinity County	CA	"Trinity County, California"	1.956701642	40846
Ventura County	CA	"Ventura County, California"	176.9945212	88131
Arkansas County	AR	"Arkansas County, Arkansas"	6.673717616	46696
Benton County	AR	"Benton County, Arkansas"	129.502061	66362
Bradley County	AR	"Bradley County, Arkansas"	6.271801812	43184
Chicot County	AR	"Chicot County, Arkansas"	6.187549135	34147
Cleburne County	AR	"Cleburne County, Arkansas"	17.22323765	44483
Conway County	AR	"Conway County, Arkansas"	14.4915017	42802
Crawford County	AR	"Crawford County, Arkansas"	39.00336762	46828
Dallas County	AR	"Dallas County, Arkansas"	3.750379755	38072
Faulkner County	AR	"Faulkner County, Arkansas"	73.67031827	52827
Garland County	AR	"Garland County, Arkansas"	57.07974602	44777
Greene County	AR	"Greene County, Arkansas"	30.58641657	47056
Howard County	AR	"Howard County, Arkansas"	8.404722621	36059
Jackson County	AR	"Jackson County, Arkansas"	10.20996081	34109
Lafayette County	AR	"Lafayette County, Arkansas"	4.5999227	32397
Lee County	AR	"Lee County, Arkansas"	5.535910102	29681
Logan County	AR	"Logan County, Arkansas"	11.50548656	41466
Marion County	AR	"Marion County, Arkansas"	10.88832202	36719
Mississippi County	AR	"Mississippi County, Arkansas"	17.41346816	39962
Van Buren County	AR	"Van Buren County, Arkansas"	8.595253538	38499
Woodruff County	AR	"Woodruff County, Arkansas"	4.130747765	32845
Fairfield County	CT	"Fairfield County, Connecticut"	591.4871665	95645
Middlesex County	CT	"Middlesex County, Connecticut"	171.7157059	85898
Tolland County	CT	"Tolland County, Connecticut"	140.936157	87069
Aleutians East Borough	AK	"Aleutians East Borough, Alaska"	0.189037249	
Bethel Census Area	AK	"Bethel Census Area, Alaska"	0.17739332	53553
Copper River Census Area	AK	"Copper River Census Area, Alaska"	0.040921101	
Fairbanks North Star Borough	AK	"Fairbanks North Star Borough, Alaska"	5.035250647	76992
Juneau City and Borough	AK	"Juneau City and Borough, Alaska"	4.605615632	88390
Kodiak Island Borough	AK	"Kodiak Island Borough, Alaska"	0.756231191	85839
Lake and Peninsula Borough	AK	"Lake and Peninsula Borough, Alaska"	0.023912839	
North Slope Borough	AK	"North Slope Borough, Alaska"	0.047950002	79306
Prince of Wales-Hyder Census Area	AK	"Prince of Wales-Hyder Census Area, Alaska"	0.421670809	52379
Southeast Fairbanks Census Area	AK	"Southeast Fairbanks Census Area, Alaska"	0.105858699	70056
Adams County	CO	"Adams County, Colorado"	171.9394787	71202
Arapahoe County	CO	"Arapahoe County, Colorado"	317.0030516	77469
Bent County	CO	"Bent County, Colorado"	1.441968373	30900
Chaffee County	CO	"Chaffee County, Colorado"	7.420232241	55771
Clear Creek County	CO	"Clear Creek County, Colorado"	9.18362713	67060
Crowley County	CO	"Crowley County, Colorado"	2.903755549	42135
Denver County	CO	"Denver County, Colorado"	1804.761656	68592
Mineral County	CO	"Mineral County, Colorado"	0.381358143	
Montrose County	CO	"Montrose County, Colorado"	7.35334714	50489
Otero County	CO	"Otero County, Colorado"	5.718351805	38169
Phillips County	CO	"Phillips County, Colorado"	2.542479934	
Pueblo County	CO	"Pueblo County, Colorado"	27.20520932	46783
Routt County	CO	"Routt County, Colorado"	4.058615901	77443
San Juan County	CO	"San Juan County, Colorado"	0.702428639	
Summit County	CO	"Summit County, Colorado"	19.71041166	79277
Weld County	CO	"Weld County, Colorado"	31.87506815	74150
Kent County	DE	"Kent County, Delaware"	119.8050378	60910
Beaverhead County	MT	"Beaverhead County, Montana"	0.652781522	43201
Broadwater County	MT	"Broadwater County, Montana"	2.193513727	60594
Cascade County	MT	"Cascade County, Montana"	12.07929009	49913
Custer County	MT	"Custer County, Montana"	1.211076087	52965
Kewaunee County	WI	"Kewaunee County, Wisconsin"	23.18389819	66192
Langlade County	WI	"Langlade County, Wisconsin"	8.643082816	49491
Marathon County	WI	"Marathon County, Wisconsin"	34.48569884	62633
Menominee County	WI	"Menominee County, Wisconsin"	4.593953037	
Oneida County	WI	"Oneida County, Wisconsin"	13.11738343	56852
Pepin County	WI	"Pepin County, Wisconsin"	12.17851072	54583
Portage County	WI	"Portage County, Wisconsin"	33.92884122	58853
Richland County	WI	"Richland County, Wisconsin"	11.39830636	51947
St. Croix County	WI	"St. Croix County, Wisconsin"	50.00908642	84756
Hot Springs County	WY	"Hot Springs County, Wyoming"	0.890116803	
Natrona County	WY	"Natrona County, Wyoming"	5.780466615	62772
Platte County	WY	"Platte County, Wyoming"	1.59619255	50903
Sweetwater County	WY	"Sweetwater County, Wyoming"	1.565296027	74843
Washakie County	WY	"Washakie County, Wyoming"	1.325422199	54158
Aguada Municipio	PR	"Aguada Municipio, Puerto Rico"	477.1554628	16738
Aibonito Municipio	PR	"Aibonito Municipio, Puerto Rico"	303.8061771	20521
Arroyo Municipio	PR	"Arroyo Municipio, Puerto Rico"	407.5606186	17570
Bayamón Municipio	PR	"Bayamón Municipio, Puerto Rico"	1611.302798	26420
Canóvanas Municipio	PR	"Canóvanas Municipio, Puerto Rico"	497.3201601	21267
Cayey Municipio	PR	"Cayey Municipio, Puerto Rico"	309.6575531	22518
